"","lin","hybpls"
"1",0.0131050550508979,0.0147443908268662
"2",0.0154330451626721,0.012974408655874
"3",0.0118189378461739,0.0133319397209072
"4",0.0166305870737844,0.0177528537196011
"5",0.012504382150841,0.0146808497657332
"6",0.0155003017435595,0.0145726245845149
"7",0.0143118434717391,0.0198198654823818
"8",0.00955182815826735,0.0110320292647642
"9",0.0152406763052604,0.0146622327173894
"10",0.0121421929608625,0.0112893810840019
"11",0.011311265382087,0.0121746303718355
"12",0.00955152214877984,0.0100460457691269
"13",0.0185937903065569,0.0166403320950461
"14",0.0135410698827714,0.0104033110076267
"15",0.011280689123151,0.0120046742571025
"16",0.0130259327441016,0.0116806517274809
"17",0.0117583781765537,0.0100413429189998
"18",0.0152337022294596,0.0137503600360915
"19",0.00874712356656536,0.0102736786170431
"20",0.0150253886503663,0.0130892850638798
"21",0.00980321977344663,0.00879703600534805
"22",0.0144260849785576,0.0124621929268489
"23",0.017641887767031,0.0166703407139864
"24",0.0140700877312491,0.0345220620429097
"25",0.0187762141613127,0.0138006023320806
"26",0.0130324306725181,0.0128211862716389
"27",0.0164986437747696,0.0140998165160324
"28",0.0146191856049507,0.0129127090289438
"29",0.0129966301281081,0.0100413722768386
"30",0.0181501016171005,0.0159613202067122
"31",0.0129091569473125,0.0122272256854752
"32",0.010116496731181,0.00924321161182119
"33",0.011866535574787,0.0104934006160706
"34",0.0113141730254112,0.0110539231667179
"35",0.0175330698460291,0.0193317474346247
"36",0.0143537673160706,0.0125957876255729
"37",0.0174087732013099,0.0152560614901941
"38",0.00952629696978872,0.0114536200429804
"39",0.0118654628282549,0.0111309484267164
"40",0.0110178216879484,0.0120482957515496
"41",0.0130478643191236,0.0136501938590055
"42",0.0179543651764426,0.0217661704020897
"43",0.015400890898879,0.0129773685032912
"44",0.0126502910594272,0.0133073540443617
"45",0.0147772947483162,0.0167212830543934
"46",0.0236908183246091,0.0244153690508196
"47",0.0114030627386949,0.0120175742140065
"48",0.0143377156018231,0.0143522015899992
"49",0.00799222040150733,0.00879528427571735
"50",0.00953834862212175,0.00867824002332597
"51",0.0134382502923338,0.0150707642532005
"52",0.0151921829038853,0.0131748093118053
"53",0.0149712178331558,0.0132231313421773
"54",0.00971697886856986,0.00797677459967252
"55",0.0176834787477933,0.0138871630790128
"56",0.0146756366005213,0.0138412954745529
"57",0.0123449766754768,0.0113321416025191
"58",0.0142785946550265,0.0185421082348957
"59",0.00948228618076261,0.0114060060015793
"60",0.0190742848433552,0.0162555496725618
"61",0.0140676833219786,0.012170806530685
"62",0.0156137160804159,0.0140488328043394
"63",0.012597605528486,0.0138739410153515
"64",0.0116520315043311,0.00951086762241732
"65",0.0153337785006009,0.0148176669639069
"66",0.011144212932936,0.00983393870986105
"67",0.0117986517512681,0.0100675231698025
"68",0.0147344237480447,0.0129345102209848
"69",0.0127603647162901,0.0112797728438932
"70",0.0102670179527377,0.0110963528750335
"71",0.0140167990996415,0.0164478439838218
"72",0.0104006531657756,0.00945630611399084
"73",0.00913490436660413,0.00812286199610984
"74",0.0134271303896238,0.0134934696976734
"75",0.0107932766683961,0.00916507206250615
"76",0.0152615341029679,0.0147970673966101
"77",0.0131868552921054,0.0261349528074446
"78",0.010746747003855,0.00705415373623948
"79",0.0194026435360444,0.0149267050339897
"80",0.0120329921181908,0.0130626781564663
"81",0.0185888363942066,0.0195395023929434
"82",0.00696653453390573,0.00784879804876034
"83",0.0123597385455836,0.0155726756530435
"84",0.014485773050568,0.0133239741665411
"85",0.0131465515146124,0.0116314591550261
"86",0.0128085589018053,0.0138446945281925
"87",0.0177277875209132,0.0175741240589761
"88",0.0133226048698754,0.0103342559749494
"89",0.0165703804886401,0.014276595176045
"90",0.00937727669185721,0.00750436716875758
"91",0.00948936395161807,0.0157242308883978
"92",0.0149641494583601,0.0124237669130249
"93",0.0127592532896937,0.0113547930824715
"94",0.0159555196838505,0.0173882236610999
"95",0.0155685067662811,0.0115083426703262
"96",0.0102501509850587,0.00895301234647547
"97",0.0190422077815327,0.0164208195496802
"98",0.016195497312575,0.0160392509082358
"99",0.0113260617825472,0.0138356178356909
"100",0.0135076537328919,0.0121906811300911
